Ad clicked Date,Ad Title/Id
2022/07/06 04:30:05 UTC,182210846
2022/04/21 07:19:12 UTC,179911296
2022/09/04 21:08:38 UTC,145111864
2022/09/16 07:05:36 UTC,212178836
2022/09/16 07:05:36 UTC,212178836
2022/09/16 07:05:36 UTC,212178836
2022/09/16 07:05:36 UTC,212178836
2022/06/01 11:23:17 UTC,174536884
2022/06/01 11:24:27 UTC,174536884
2022/06/01 11:24:23 UTC,174536884
2022/06/01 11:24:24 UTC,174536884
2022/12/27 09:01:22 UTC,205985086
2023/04/05 15:17:24 UTC,239156346
2023/02/22 20:47:05 UTC,243158966
2023/02/15 05:19:40 UTC,231524203
2023/04/06 19:45:15 UTC,239156346
2023/04/05 15:17:30 UTC,239156346
2023/04/05 15:17:25 UTC,239156346
2023/04/05 15:17:30 UTC,239156346
2023/04/05 15:17:24 UTC,239156346
2023/04/05 15:17:31 UTC,239156346
2021/05/01 06:16:51 UTC,120281224
2022/01/26 18:59:16 UTC,175520443
2021/05/01 06:16:51 UTC,120281224
2023/04/05 15:17:24 UTC,239156346
2021/12/15 03:49:41 UTC,121149974
2022/03/22 07:38:24 UTC,177766873
2023/04/05 15:17:30 UTC,239156346
2021/12/03 05:44:50 UTC,159719223
2022/03/17 10:24:01 UTC,178587623
2022/02/12 22:27:07 UTC,178739023
2023/03/17 04:57:41 UTC,247291966
2023/03/21 10:12:10 UTC,247291966
2021/10/07 07:29:05 UTC,141774316
2023/03/17 04:57:44 UTC,247291966
2023/03/17 04:57:43 UTC,247291966
2023/02/21 20:58:05 UTC,238121906
2023/03/21 10:12:09 UTC,247291966
2021/12/28 00:38:02 UTC,168917993
2023/03/16 02:21:49 UTC,237046556
2023/03/16 02:21:50 UTC,237046556
2023/03/16 02:21:47 UTC,237046556
2022/10/03 19:15:40 UTC,188056554
2023/04/06 19:47:06 UTC,239156346
2022/10/21 00:50:12 UTC,186812354
2022/05/22 10:30:12 UTC,143185623
2021/09/06 16:40:38 UTC,137831416
2022/07/14 03:38:27 UTC,196089493
2022/07/14 03:38:36 UTC,196089493
2022/07/27 06:23:52 UTC,196089493
2022/09/04 21:01:38 UTC,184085504
2021/11/05 19:16:39 UTC,163757693
2021/05/31 05:43:29 UTC,140019823
2022/08/24 15:25:15 UTC,197539043
2022/09/11 04:40:11 UTC,201524086
2021/05/06 12:03:40 UTC,137022523
2022/07/20 23:46:14 UTC,202735693
2022/08/05 13:57:13 UTC,180993954
2022/07/20 23:49:54 UTC,202735693
2022/07/20 23:49:55 UTC,202735693
2022/07/20 23:49:44 UTC,202735693
2022/07/20 23:46:06 UTC,202735693
2022/07/20 23:50:04 UTC,202735693
2022/07/20 23:49:54 UTC,202735693
2022/07/21 07:25:40 UTC,179549704
2021/05/04 07:36:46 UTC,124200323
2021/05/04 07:35:57 UTC,124200323
2022/08/27 17:41:22 UTC,206995043
2022/08/27 08:55:36 UTC,206995043
2022/10/14 20:48:00 UTC,206995043
2022/08/27 03:02:46 UTC,206995043
2022/08/27 17:40:55 UTC,206995043
2023/04/13 12:42:31 UTC,206632754
2023/04/13 12:42:30 UTC,206632754
2022/01/07 06:09:34 UTC,116771323
2022/05/25 00:14:37 UTC,135334616
2021/06/29 07:20:34 UTC,126034126
2022/05/25 00:14:42 UTC,135334616
2022/05/25 11:55:26 UTC,190965823
2021/09/02 20:12:31 UTC,155386993
2022/08/29 17:40:20 UTC,176772954
2021/09/02 20:12:39 UTC,155386993
2021/09/02 20:16:53 UTC,155386993
2021/09/02 20:12:24 UTC,155386993
2023/04/12 21:36:36 UTC,230273306
2021/09/02 20:17:00 UTC,155386993
2023/04/12 21:36:37 UTC,230273306
2023/04/12 21:36:38 UTC,230273306
2023/02/15 05:26:49 UTC,237462936
2023/02/15 05:26:47 UTC,237462936
2023/03/20 19:55:11 UTC,208192854
2021/06/17 16:11:30 UTC,108746614
2021/06/18 17:27:22 UTC,108746614
2021/09/21 09:47:42 UTC,153892843
2021/09/01 21:33:54 UTC,153892493
2021/09/01 21:23:26 UTC,153892493
2021/09/01 21:33:55 UTC,153892493
2023/03/30 19:08:23 UTC,209221704
2023/03/06 17:11:43 UTC,245580606
2023/03/30 19:09:33 UTC,209221704
2023/03/06 17:11:44 UTC,245580606
2021/07/20 12:28:20 UTC,131381576
2022/09/10 22:06:15 UTC,173163754
2022/11/23 10:32:03 UTC,220159593
2022/12/07 11:03:03 UTC,220159593
2023/02/20 06:24:28 UTC,199202194
2021/08/09 18:32:44 UTC,152407793
2021/08/11 04:55:23 UTC,152407793
2022/12/27 04:23:18 UTC,197741244
2022/05/15 08:20:53 UTC,179899866
2021/08/18 16:50:14 UTC,123831664
2021/07/26 20:12:33 UTC,148247393
2021/08/18 16:50:14 UTC,123831664
2022/05/25 07:45:42 UTC,168985754
2021/07/06 02:00:27 UTC,133235174
2021/09/24 04:42:26 UTC,139709576
2021/10/08 07:04:49 UTC,140209976
2021/10/08 07:04:49 UTC,140209976
2022/09/06 07:33:37 UTC,212134766
2023/02/04 03:00:30 UTC,229695943
2023/02/15 11:58:59 UTC,231577343
2023/02/26 02:12:16 UTC,231577343
2023/02/26 02:12:17 UTC,231577343
2023/02/15 11:58:59 UTC,231577343
2023/02/16 07:22:48 UTC,231577343
2023/04/05 05:03:09 UTC,238758153
2022/11/04 06:57:06 UTC,220588656
2023/03/20 19:54:51 UTC,245871556
2022/04/28 20:55:01 UTC,163945504
2022/04/29 17:26:26 UTC,179591086
2023/03/16 02:21:22 UTC,245871556
2021/06/30 01:00:36 UTC,135860324
2022/04/09 16:40:15 UTC,160979204
2022/05/04 04:33:27 UTC,120034383
2022/02/17 05:26:00 UTC,160738454
2022/02/17 05:25:56 UTC,160738454
2022/03/14 09:36:55 UTC,160700254
2023/02/07 06:01:46 UTC,186938744
2022/11/04 09:56:45 UTC,185001094
2021/06/04 12:22:55 UTC,123603606
2022/09/05 17:43:26 UTC,199524366
2022/04/28 20:56:17 UTC,181749316
2022/11/01 18:09:04 UTC,216980106
2021/06/21 05:53:18 UTC,127086966
2021/06/21 05:53:09 UTC,127086966
2022/07/23 11:10:26 UTC,180414494
2021/05/28 21:20:52 UTC,123634606
2022/06/01 12:56:08 UTC,182210866
2022/07/04 12:13:17 UTC,135599064
2022/06/01 12:56:10 UTC,182210866
2021/07/23 03:44:44 UTC,148247383
2023/03/20 19:54:54 UTC,245871556
2022/09/06 19:34:38 UTC,212571106
2021/07/09 09:01:40 UTC,123632766
2021/07/02 13:08:47 UTC,123632766
2022/04/03 18:58:13 UTC,174319386
2021/08/03 11:19:24 UTC,151413333
2022/04/03 18:58:24 UTC,174319386
2022/04/27 11:39:28 UTC,179591066
2023/04/07 04:08:07 UTC,238335563
2022/08/20 19:53:32 UTC,175688044
2022/01/20 00:08:36 UTC,160704426
2021/08/23 18:57:18 UTC,153374283
2022/07/06 23:59:51 UTC,175058644
2022/06/08 05:03:29 UTC,175058644
2021/09/25 20:02:38 UTC,142685003
2022/05/25 07:37:56 UTC,173051344
2022/11/04 16:35:54 UTC,209377256
2022/12/10 13:55:13 UTC,220480873
2022/12/01 10:56:20 UTC,220480873
2023/03/20 19:54:53 UTC,245871556
2023/03/14 19:15:40 UTC,245871556
2022/11/17 11:12:34 UTC,222850346
2021/05/17 11:34:16 UTC,136249613
2021/12/01 16:12:02 UTC,144875354
2021/11/02 20:09:26 UTC,144874804
2021/10/19 08:44:23 UTC,144874804
2023/03/20 19:54:52 UTC,245871556
2022/11/04 21:08:05 UTC,217989153
2022/03/08 19:46:39 UTC,165101444
2022/03/11 14:32:15 UTC,164185344
2021/10/16 19:00:17 UTC,142730204
2021/10/18 13:26:24 UTC,142730204
2021/10/16 19:00:04 UTC,142730204
2021/10/17 11:34:24 UTC,142730204
2021/10/16 19:00:29 UTC,142730204
2021/07/08 19:46:34 UTC,147539553
2022/11/01 18:27:56 UTC,221790496
2023/03/01 12:23:16 UTC,231697013
2023/01/15 00:27:41 UTC,226748973
2022/03/29 13:41:44 UTC,174928033
2023/02/09 09:59:21 UTC,241401836
2023/01/15 00:27:42 UTC,226748973
2021/06/02 18:13:52 UTC,139230063
2022/07/27 23:51:02 UTC,193404866
2021/08/10 06:40:36 UTC,139704604
2022/04/19 10:14:21 UTC,178214126
2022/04/19 10:14:17 UTC,178214126
2022/04/29 17:28:52 UTC,178236076
2022/05/14 11:56:36 UTC,182210876
2022/05/14 11:56:32 UTC,182210876
2022/05/14 11:56:42 UTC,182210876
2022/05/14 11:56:40 UTC,182210876
2022/02/27 10:26:49 UTC,180886133
2022/02/25 19:31:20 UTC,173490343
2022/09/01 11:49:26 UTC,135599054
2022/09/01 16:46:53 UTC,135599054
2022/09/01 14:08:08 UTC,135599054
2022/10/09 06:52:32 UTC,217001286
2022/10/14 20:47:53 UTC,135599054
2021/09/20 18:54:51 UTC,145370394
2022/03/22 22:05:55 UTC,184560533
2022/12/18 14:25:24 UTC,226941236
2022/10/21 00:49:34 UTC,220110946
2021/06/03 12:06:21 UTC,141567763
2022/04/15 18:40:34 UTC,189344183
2022/05/25 07:49:10 UTC,190026833
2022/05/25 07:49:20 UTC,190026833
2021/12/18 04:05:42 UTC,131618404
2021/07/27 04:51:48 UTC,138685344
2022/08/30 16:28:20 UTC,145111864
2021/07/02 13:08:47 UTC,136826094
2021/08/28 20:03:29 UTC,153893003
2021/07/31 14:53:52 UTC,133765494
2021/11/27 14:41:11 UTC,133765494
2021/07/31 14:53:52 UTC,133765494
2021/09/28 16:42:57 UTC,133765494
2021/12/05 18:33:05 UTC,133765494
2021/08/12 19:50:25 UTC,133233994
2021/10/08 20:54:03 UTC,147728774
2023/02/10 04:41:39 UTC,240798116
2021/04/23 15:43:36 UTC,120304294
2021/04/23 15:43:37 UTC,120304294
2023/03/20 19:54:51 UTC,245871556
2023/03/14 19:15:39 UTC,245871556
2021/05/05 20:46:31 UTC,123791404
2022/12/26 15:12:05 UTC,219990653
2022/02/11 16:27:00 UTC,165348086
2022/02/11 16:26:50 UTC,165348086
2022/12/01 22:31:40 UTC,218083563
2022/06/25 00:12:13 UTC,196075653
2023/03/06 05:15:32 UTC,203173784
2022/04/27 06:05:38 UTC,178588293
2022/02/12 06:34:58 UTC,165323966
2022/02/12 06:34:57 UTC,165323966
2021/06/05 16:27:46 UTC,90675254
2021/06/15 19:10:32 UTC,90675254
2022/10/23 00:56:42 UTC,212441783
2023/02/07 07:43:49 UTC,202495464
2023/01/30 18:37:51 UTC,198742384
2022/07/26 19:53:03 UTC,145111864
2022/06/05 22:00:50 UTC,145111864
2022/09/25 03:59:54 UTC,214873326
2022/09/29 11:46:57 UTC,215840876
2022/12/05 18:15:22 UTC,221204783
2022/12/05 18:15:21 UTC,221204783
2023/02/18 07:11:51 UTC,204008574
2022/09/16 23:29:35 UTC,212494446
2021/08/12 03:52:06 UTC,130225306
2022/04/21 00:20:23 UTC,177669266
2022/11/13 08:50:10 UTC,222378716
2022/12/21 05:09:44 UTC,232338666
2022/10/27 04:58:16 UTC,216368703
2021/07/11 00:10:05 UTC,130667106
2021/09/19 19:05:18 UTC,153892713
2023/04/13 10:55:51 UTC,202560324
2023/04/13 10:55:52 UTC,202560324
2023/04/06 19:45:11 UTC,239156346
2023/02/11 21:24:09 UTC,226821583
2022/04/21 00:20:05 UTC,177669266
2022/04/21 00:20:03 UTC,177669266
2022/12/27 04:24:50 UTC,189518564
2023/02/16 04:15:08 UTC,228293733
2022/11/08 19:37:42 UTC,193205784
2022/08/24 07:27:28 UTC,209810646
2022/04/02 12:25:14 UTC,176668806
2022/01/31 21:54:43 UTC,158129116
2022/01/07 17:46:08 UTC,158129116
2022/10/14 20:47:44 UTC,207607413
2023/02/28 19:45:30 UTC,232786283
2023/03/16 02:48:07 UTC,233253083
2023/03/23 05:01:09 UTC,233253083
2023/03/16 02:48:07 UTC,233253083
2023/03/16 02:48:07 UTC,233253083
2021/10/02 17:07:42 UTC,157076613
2021/09/02 06:08:58 UTC,131346006
2021/09/02 06:08:59 UTC,131346006
2021/09/02 06:08:57 UTC,131346006
2021/08/29 15:39:20 UTC,131346006
2022/04/21 00:20:05 UTC,177669266
2022/02/03 14:14:56 UTC,156450974
2022/03/15 15:20:03 UTC,156450974
2022/02/03 14:14:54 UTC,156450974
2022/02/03 14:14:58 UTC,156450974
2022/11/02 04:41:57 UTC,213124536
2021/12/08 19:28:44 UTC,147843236
2021/05/01 15:33:57 UTC,126781284
2022/11/27 21:36:11 UTC,199270113
2022/12/26 15:12:19 UTC,199270113
2021/05/09 15:14:42 UTC,131636934
2021/05/09 15:14:37 UTC,131636934
2021/05/29 03:59:14 UTC,132930234
2023/03/02 06:55:56 UTC,241718626
2023/02/07 05:37:11 UTC,158782674
2023/02/07 05:37:13 UTC,158782674
2022/10/13 21:40:07 UTC,187887384
2022/06/05 16:35:52 UTC,175536864
2022/10/31 12:04:02 UTC,175156464
2022/11/01 15:01:15 UTC,188764524
2022/03/03 07:44:21 UTC,143174996
2022/03/03 07:44:15 UTC,143174996
2022/03/03 07:44:51 UTC,143174996
2022/03/29 01:08:04 UTC,143174996
2022/02/19 23:12:57 UTC,165261006
2022/02/19 23:12:57 UTC,165261006
2022/02/19 23:13:22 UTC,165261006
2022/02/19 23:13:15 UTC,165261006
2022/03/07 20:51:38 UTC,165261006
2022/03/07 20:51:00 UTC,165261006
2022/02/19 23:13:25 UTC,165261006
2022/10/29 03:11:15 UTC,187464584
2022/02/19 23:13:15 UTC,165261006
2022/03/07 20:51:00 UTC,165261006
2022/02/19 23:12:22 UTC,165261006
2022/09/29 07:40:06 UTC,186641424
2022/10/29 03:13:21 UTC,185789574
2021/08/03 14:02:39 UTC,138748334
2022/10/22 06:52:26 UTC,199425346
2023/04/14 15:46:11 UTC,247993526
2022/01/24 23:13:02 UTC,161623456
2021/10/11 19:02:57 UTC,143003384
2021/11/22 05:58:52 UTC,143336934
2022/09/15 10:55:03 UTC,183093974
2022/04/17 17:55:59 UTC,178214116
2022/02/28 14:02:22 UTC,159958356
2022/03/01 22:34:48 UTC,161299664
2022/02/09 07:57:05 UTC,160699914
2022/02/01 10:39:37 UTC,160187124
2022/01/13 19:02:14 UTC,158169106
2021/06/30 10:52:31 UTC,101119336
2021/06/30 10:52:30 UTC,101119336
2022/07/22 23:50:03 UTC,180251224
2021/05/17 11:34:15 UTC,104407036
2021/05/17 10:59:23 UTC,104407036
2021/05/17 11:00:31 UTC,104407036
2021/05/17 10:59:58 UTC,104407036
2021/05/17 10:55:08 UTC,104407036
2023/03/29 17:46:40 UTC,247247486
2023/03/21 06:53:35 UTC,247291536
2023/03/21 06:53:34 UTC,247291536
2023/03/21 06:53:34 UTC,247291536
2022/05/28 21:04:21 UTC,154096334
2021/09/04 10:31:38 UTC,137811686
2021/12/03 05:49:12 UTC,154811214
2021/12/03 05:49:23 UTC,154811214
2022/09/29 10:24:11 UTC,210516036
2022/04/17 17:54:42 UTC,178214116
2022/01/11 08:56:12 UTC,158602184
2022/01/11 08:56:11 UTC,158602184
2022/01/11 08:56:09 UTC,158602184
2022/01/11 08:56:10 UTC,158602184
2022/01/11 08:56:08 UTC,158602184
2022/01/29 18:46:30 UTC,155788466
2022/01/27 22:59:44 UTC,161624196
2022/01/28 07:21:32 UTC,159521684
2022/07/28 14:54:42 UTC,175688074
2022/10/26 12:10:01 UTC,173490343
2022/02/09 18:54:10 UTC,160185534
2021/06/07 20:54:18 UTC,122915736
2022/07/19 22:23:52 UTC,145111864
2022/02/08 07:24:06 UTC,160489884
2022/04/18 10:59:39 UTC,187804953
2022/04/23 08:14:57 UTC,165626996
2022/04/23 08:14:58 UTC,165626996
2022/04/12 08:20:21 UTC,181276103
2021/06/11 11:11:05 UTC,124422586
2022/02/19 22:49:28 UTC,166465746
2022/02/19 22:49:29 UTC,166465746
2022/03/17 10:23:43 UTC,137346786
2022/03/02 12:03:42 UTC,163148384
2022/09/07 15:09:58 UTC,178555184
2022/06/03 09:54:58 UTC,171580524
2023/03/14 19:25:20 UTC,145111864
2022/01/31 21:44:28 UTC,135767636
2022/03/12 11:41:29 UTC,164195524
2022/03/12 11:41:23 UTC,164195524
2022/03/12 11:41:01 UTC,164195524
2022/05/14 18:56:20 UTC,182210846
2022/05/18 16:30:13 UTC,168985734
2023/02/19 14:15:10 UTC,169644174
2023/02/19 14:15:03 UTC,169644174
2022/03/19 18:26:45 UTC,173461696
2022/05/07 08:05:31 UTC,171635084
2022/09/04 21:08:22 UTC,185105953
2022/05/25 07:50:34 UTC,182210846
2022/05/25 07:50:11 UTC,182210846
